word,category,section,subcategory,phonetic,part_of_speech,meaning_cn,example_en,example_cn,source,difficulty
bewilder,GRE,GRE核心词,GRE核心词,,v.,使...困惑,,,gre核心词data.xlsx,1
bifurcate,GRE,GRE核心词,GRE核心词,,v.,一分为二,,,gre核心词data.xlsx,1
bighearted,GRE,GRE核心词,GRE核心词,,adj.,"慷慨的, 宽大的",,,gre核心词data.xlsx,1
bishop,GRE,GRE核心词,GRE核心词,,n.,主教,,,gre核心词data.xlsx,1
bitter,GRE,GRE核心词,GRE核心词,,adj.,"怨恨的, 气愤的",,,gre核心词data.xlsx,1
bland,GRE,GRE核心词,GRE核心词,,adj.,无聊的,,,gre核心词data.xlsx,1
blatant,GRE,GRE核心词,GRE核心词,,adj.,吵吵闹闹的,,,gre核心词data.xlsx,1
bleak,GRE,GRE核心词,GRE核心词,,adj.,"阴暗的, 阴郁的",,,gre核心词data.xlsx,1
blemish,GRE,GRE核心词,GRE核心词,,v.,"玷污, 破坏",,,gre核心词data.xlsx,1
blight,GRE,GRE核心词,GRE核心词,,v.,破坏,,,gre核心词data.xlsx,1
blithe,GRE,GRE核心词,GRE核心词,,adj.,"无忧无虑的,轻松的",,,gre核心词data.xlsx,1
block,GRE,GRE核心词,GRE核心词,,v.,"阻碍, 妨碍",,,gre核心词data.xlsx,1
blunt,GRE,GRE核心词,GRE核心词,,adj.,直率的,,,gre核心词data.xlsx,1
blur,GRE,GRE核心词,GRE核心词,,v.,使...模糊不清,,,gre核心词data.xlsx,1
bluster,GRE,GRE核心词,GRE核心词,,v.,（虚张声势地）恐吓,,,gre核心词data.xlsx,1
boast,GRE,GRE核心词,GRE核心词,,v.,吹嘘,,,gre核心词data.xlsx,1
bogus,GRE,GRE核心词,GRE核心词,,adj.,假的,,,gre核心词data.xlsx,1
boisterous,GRE,GRE核心词,GRE核心词,,adj.,吵闹的,,,gre核心词data.xlsx,1
bolster,GRE,GRE核心词,GRE核心词,,v.,支持,,,gre核心词data.xlsx,1
bombard,GRE,GRE核心词,GRE核心词,,v.,（如炸弹般）攻击（人或事物）,,,gre核心词data.xlsx,1
bombastic,GRE,GRE核心词,GRE核心词,,adj.,夸大的，言过其实的,,,gre核心词data.xlsx,1
bookish,GRE,GRE核心词,GRE核心词,,adj.,书呆子气的,,,gre核心词data.xlsx,1
boon,GRE,GRE核心词,GRE核心词,,n.,"好处, 福利",,,gre核心词data.xlsx,1
boor,GRE,GRE核心词,GRE核心词,,n.,粗人,,,gre核心词data.xlsx,1
boorish,GRE,GRE核心词,GRE核心词,,adj.,"粗鲁的, 粗野的",,,gre核心词data.xlsx,1
boost,GRE,GRE核心词,GRE核心词,,v.,"增加, 促进",,,gre核心词data.xlsx,1
bootless,GRE,GRE核心词,GRE核心词,,adj.,无用的,,,gre核心词data.xlsx,1
bore,GRE,GRE核心词,GRE核心词,,n.,无聊的人,,,gre核心词data.xlsx,1
boredom,GRE,GRE核心词,GRE核心词,,n.,厌倦,,,gre核心词data.xlsx,1
bottleneck,GRE,GRE核心词,GRE核心词,,v.,阻塞，妨碍,,,gre核心词data.xlsx,1
bountiful,GRE,GRE核心词,GRE核心词,,adj.,丰富的,,,gre核心词data.xlsx,1
boycott,GRE,GRE核心词,GRE核心词,,v.,抵制,,,gre核心词data.xlsx,1
brackish,GRE,GRE核心词,GRE核心词,,adj.,令人恶心的,,,gre核心词data.xlsx,1
brag,GRE,GRE核心词,GRE核心词,,v.,"吹嘘, 炫耀",,,gre核心词data.xlsx,1
braggadocio,GRE,GRE核心词,GRE核心词,,n.,"自夸, 吹牛大王",,,gre核心词data.xlsx,1
braggart,GRE,GRE核心词,GRE核心词,,n.,吹牛者,,,gre核心词data.xlsx,1
brainchild,GRE,GRE核心词,GRE核心词,,n.,"(辛苦劳动的)成果, 结晶",,,gre核心词data.xlsx,1
brandish,GRE,GRE核心词,GRE核心词,,v.,炫耀,,,gre核心词data.xlsx,1
bravado,GRE,GRE核心词,GRE核心词,,n.,装作勇敢,,,gre核心词data.xlsx,1
brazen,GRE,GRE核心词,GRE核心词,,adj.,"厚颜无耻的, 臭不要脸的",,,gre核心词data.xlsx,1
bridle,GRE,GRE核心词,GRE核心词,,v.,限制，抑制,,,gre核心词data.xlsx,1
brink,GRE,GRE核心词,GRE核心词,,n.,(事情发生的) 边缘,,,gre核心词data.xlsx,1
bristle,GRE,GRE核心词,GRE核心词,,v.,"生气, 愤怒",,,gre核心词data.xlsx,1
brittle,GRE,GRE核心词,GRE核心词,/ˈbrɪtl/,adjective,易碎的,Brittle glass.,易碎的玻璃。,,2
brook,GRE,GRE核心词,GRE核心词,,v.,"容忍, 忍受",,,gre核心词data.xlsx,1
brusque,GRE,GRE核心词,GRE核心词,,adj.,"唐突的, 无礼的",,,gre核心词data.xlsx,1
bucolic,GRE,GRE核心词,GRE核心词,,adj.,乡间生活的,,,gre核心词data.xlsx,1
budding,GRE,GRE核心词,GRE核心词,,adj.,新出现的,,,gre核心词data.xlsx,1
bulwark,GRE,GRE核心词,GRE核心词,,n.,堡垒，壁垒,,,gre核心词data.xlsx,1
bungle,GRE,GRE核心词,GRE核心词,,v.,搞砸,,,gre核心词data.xlsx,1
buoy,GRE,GRE核心词,GRE核心词,,v.,使浮起来,,,gre核心词data.xlsx,1
buoyant,GRE,GRE核心词,GRE核心词,,adj.,愉悦的,,,gre核心词data.xlsx,1
bureaucracy,GRE,GRE核心词,GRE核心词,,n.,官僚机构,,,gre核心词data.xlsx,1
burgeon,GRE,GRE核心词,GRE核心词,,v.,"繁荣, 快速增长",,,gre核心词data.xlsx,1
burlesque,GRE,GRE核心词,GRE核心词,,n.,通过滑稽的模仿而讽刺,,,gre核心词data.xlsx,1
bustling,GRE,GRE核心词,GRE核心词,,adj.,忙乱的,,,gre核心词data.xlsx,1
bypass,GRE,GRE核心词,GRE核心词,,v.,绕过,,,gre核心词data.xlsx,1
byword,GRE,GRE核心词,GRE核心词,,n.,"典型, 代名词",,,gre核心词data.xlsx,1
cachet,GRE,GRE核心词,GRE核心词,,n.,"声望, 威望",,,gre核心词data.xlsx,1
cacophony,GRE,GRE核心词,GRE核心词,,n.,"刺耳的声音, 不和谐的声音",,,gre核心词data.xlsx,1
cagey,GRE,GRE核心词,GRE核心词,,adj.,小心的；谨慎的,,,gre核心词data.xlsx,1
cajole,GRE,GRE核心词,GRE核心词,,v.,哄骗,,,gre核心词data.xlsx,1
calamity,GRE,GRE核心词,GRE核心词,,n.,大灾难,,,gre核心词data.xlsx,1
calculable,GRE,GRE核心词,GRE核心词,,adj.,可计算的,,,gre核心词data.xlsx,1
calculated,GRE,GRE核心词,GRE核心词,,adj.,"故意的, 精打细算的",,,gre核心词data.xlsx,1
callous,GRE,GRE核心词,GRE核心词,,adj.,冷漠的,,,gre核心词data.xlsx,1
callow,GRE,GRE核心词,GRE核心词,,adj.,"幼稚的, 稚嫩的",,,gre核心词data.xlsx,1
calumny,GRE,GRE核心词,GRE核心词,,n.,诽谤,,,gre核心词data.xlsx,1
camaraderie,GRE,GRE核心词,GRE核心词,,n.,志同道合之情谊,,,gre核心词data.xlsx,1
canard,GRE,GRE核心词,GRE核心词,,n.,谣言,,,gre核心词data.xlsx,1
canary,GRE,GRE核心词,GRE核心词,,n.,金丝雀,,,gre核心词data.xlsx,1
canned,GRE,GRE核心词,GRE核心词,,adj.,千篇一律的,,,gre核心词data.xlsx,1
cannibalism,GRE,GRE核心词,GRE核心词,,n.,"食人,嗜食同类",,,gre核心词data.xlsx,1
cannibalize,GRE,GRE核心词,GRE核心词,,v.,采用...作为主要来源,,,gre核心词data.xlsx,1
canny,GRE,GRE核心词,GRE核心词,,adj.,"精明的, 聪明的",,,gre核心词data.xlsx,1
canonical,GRE,GRE核心词,GRE核心词,,adj.,（书籍等在某个领域）经典之作的,,,gre核心词data.xlsx,1
cantankerous,GRE,GRE核心词,GRE核心词,,adj.,易怒的,,,gre核心词data.xlsx,1
capitulate,GRE,GRE核心词,GRE核心词,,v.,投降,,,gre核心词data.xlsx,1
capricious,GRE,GRE核心词,GRE核心词,,adj.,变化多端的,,,gre核心词data.xlsx,1
captious,GRE,GRE核心词,GRE核心词,,adj.,"挑刺的, 吹毛求疵的",,,gre核心词data.xlsx,1
captivate,GRE,GRE核心词,GRE核心词,,v.,吸引,,,gre核心词data.xlsx,1
caricature,GRE,GRE核心词,GRE核心词,,n.,讽刺画,,,gre核心词data.xlsx,1
cast-iron,GRE,GRE核心词,GRE核心词,,adj.,"坚固的, 顽强的",,,gre核心词data.xlsx,1
castigate,GRE,GRE核心词,GRE核心词,,v.,严厉批评,,,gre核心词data.xlsx,1
cataclysm,GRE,GRE核心词,GRE核心词,,n.,n. 灾难,,,gre核心词data.xlsx,1
catastrophe,GRE,GRE核心词,GRE核心词,,n.,灾难,,,gre核心词data.xlsx,1
categorical,GRE,GRE核心词,GRE核心词,,adj.,"绝对的, 坚定的",,,gre核心词data.xlsx,1
cater,GRE,GRE核心词,GRE核心词,,v.,迎合,,,gre核心词data.xlsx,1
caterwaul,GRE,GRE核心词,GRE核心词,,v.,发出难听的声音,,,gre核心词data.xlsx,1
cautious,GRE,GRE核心词,GRE核心词,,adj.,小心谨慎的,,,gre核心词data.xlsx,1
cavalier,GRE,GRE核心词,GRE核心词,,adj.,随便的，轻蔑的,,,gre核心词data.xlsx,1
cease,GRE,GRE核心词,GRE核心词,,v.,停止,,,gre核心词data.xlsx,1
cede,GRE,GRE核心词,GRE核心词,,v.,割让,,,gre核心词data.xlsx,1
celebrated,GRE,GRE核心词,GRE核心词,,adj.,出名的,,,gre核心词data.xlsx,1
censure,GRE,GRE核心词,GRE核心词,,v.,指责,,,gre核心词data.xlsx,1
cerebral,GRE,GRE核心词,GRE核心词,,adj.,理智的,,,gre核心词data.xlsx,1
certitude,GRE,GRE核心词,GRE核心词,,n.,确信无疑,,,gre核心词data.xlsx,1
chagrin,GRE,GRE核心词,GRE核心词,,n.,"苦恼, 烦恼",,,gre核心词data.xlsx,1
champion,GRE,GRE核心词,GRE核心词,,n.,支持者,,,gre核心词data.xlsx,1
channel,GRE,GRE核心词,GRE核心词,,v.,指导，引导,,,gre核心词data.xlsx,1
chaos,GRE,GRE核心词,GRE核心词,,n.,混乱,,,gre核心词data.xlsx,1
charlatan,GRE,GRE核心词,GRE核心词,,n.,骗子,,,gre核心词data.xlsx,1
chastise,GRE,GRE核心词,GRE核心词,,v.,谴责,,,gre核心词data.xlsx,1
chauvinism,GRE,GRE核心词,GRE核心词,,n.,盲目的爱国心,,,gre核心词data.xlsx,1
chauvinistic,GRE,GRE核心词,GRE核心词,,adj.,极端爱国的,,,gre核心词data.xlsx,1
check,GRE,GRE核心词,GRE核心词,,v.,阻止,,,gre核心词data.xlsx,1
chic,GRE,GRE核心词,GRE核心词,,adj.,时尚的,,,gre核心词data.xlsx,1
chicanery,GRE,GRE核心词,GRE核心词,,n.,"欺骗, 诡计",,,gre核心词data.xlsx,1
chimera,GRE,GRE核心词,GRE核心词,,n.,幻想,,,gre核心词data.xlsx,1
chivalrous,GRE,GRE核心词,GRE核心词,,adj.,勇敢的,,,gre核心词data.xlsx,1
choke,GRE,GRE核心词,GRE核心词,,v.,抑制,,,gre核心词data.xlsx,1
choreograph,GRE,GRE核心词,GRE核心词,,v.,精心安排,,,gre核心词data.xlsx,1
churlish,GRE,GRE核心词,GRE核心词,,adj.,不礼貌的,,,gre核心词data.xlsx,1
cinch,GRE,GRE核心词,GRE核心词,,n.,容易的事,,,gre核心词data.xlsx,1
circuitous,GRE,GRE核心词,GRE核心词,,adj.,"兜圈子的, 不直接的",,,gre核心词data.xlsx,1
circumlocution,GRE,GRE核心词,GRE核心词,,n.,绕圈的话语,,,gre核心词data.xlsx,1
circumscribe,GRE,GRE核心词,GRE核心词,,v.,限制,,,gre核心词data.xlsx,1
circumspect,GRE,GRE核心词,GRE核心词,,adj.,谨慎的,,,gre核心词data.xlsx,1
circumstantial,GRE,GRE核心词,GRE核心词,,adj.,详细的,,,gre核心词data.xlsx,1
circumvent,GRE,GRE核心词,GRE核心词,,v.,"绕过, 回避",,,gre核心词data.xlsx,1
civil,GRE,GRE核心词,GRE核心词,,adj.,公民的,,,gre核心词data.xlsx,1
clairvoyance,GRE,GRE核心词,GRE核心词,,n.,洞察力,,,gre核心词data.xlsx,1
clairvoyant,GRE,GRE核心词,GRE核心词,,adj.,有洞察力的,,,gre核心词data.xlsx,1
clamorous,GRE,GRE核心词,GRE核心词,,adj.,吵吵闹闹的,,,gre核心词data.xlsx,1
clandestine,GRE,GRE核心词,GRE核心词,,adj.,"秘密的, 隐蔽的",,,gre核心词data.xlsx,1
clangorous,GRE,GRE核心词,GRE核心词,,adj.,"叮当响的, 响亮的",,,gre核心词data.xlsx,1
claustrophobic,GRE,GRE核心词,GRE核心词,,adj.,狭小而引起不适的,,,gre核心词data.xlsx,1
clearheaded,GRE,GRE核心词,GRE核心词,,adj.,思路清晰的,,,gre核心词data.xlsx,1
cleave,GRE,GRE核心词,GRE核心词,,v.,忠诚于…,,,gre核心词data.xlsx,1
clergy,GRE,GRE核心词,GRE核心词,,n.,"神职人员, 牧师",,,gre核心词data.xlsx,1
cliché,GRE,GRE核心词,GRE核心词,,n.,陈词滥调,,,gre核心词data.xlsx,1
clinical,GRE,GRE核心词,GRE核心词,,adj.,"不感情用事的, 冷静的",,,gre核心词data.xlsx,1
clique,GRE,GRE核心词,GRE核心词,,n.,小团体,,,gre核心词data.xlsx,1
cloak,GRE,GRE核心词,GRE核心词,,v.,"伪装, 掩盖",,,gre核心词data.xlsx,1
clot,GRE,GRE核心词,GRE核心词,,v.,凝固结块,,,gre核心词data.xlsx,1
clownish,GRE,GRE核心词,GRE核心词,,adj.,"小丑般的, 滑稽的",,,gre核心词data.xlsx,1
cloying,GRE,GRE核心词,GRE核心词,,adj.,令人腻烦的,,,gre核心词data.xlsx,1
clueless,GRE,GRE核心词,GRE核心词,,adj.,无知的,,,gre核心词data.xlsx,1
clumsy,GRE,GRE核心词,GRE核心词,,adj.,笨拙的,,,gre核心词data.xlsx,1
cluster,GRE,GRE核心词,GRE核心词,,v.,聚集,,,gre核心词data.xlsx,1
clutch,GRE,GRE核心词,GRE核心词,,v.,抓住,,,gre核心词data.xlsx,1
coalesce,GRE,GRE核心词,GRE核心词,,v.,"聚合, 团结",,,gre核心词data.xlsx,1
coarse,GRE,GRE核心词,GRE核心词,,adj.,粗糙的,,,gre核心词data.xlsx,1
coax,GRE,GRE核心词,GRE核心词,,v.,诱骗,,,gre核心词data.xlsx,1
coddle,GRE,GRE核心词,GRE核心词,,v.,溺爱,,,gre核心词data.xlsx,1
codify,GRE,GRE核心词,GRE核心词,,v.,整理,,,gre核心词data.xlsx,1
coerce,GRE,GRE核心词,GRE核心词,,v.,强制,,,gre核心词data.xlsx,1
cognizant,GRE,GRE核心词,GRE核心词,,adj.,"知道的, 有意识的",,,gre核心词data.xlsx,1
coin,GRE,GRE核心词,GRE核心词,,v.,发明（一个新词）,,,gre核心词data.xlsx,1
coincide,GRE,GRE核心词,GRE核心词,,v.,碰巧,,,gre核心词data.xlsx,1
collected,GRE,GRE核心词,GRE核心词,,adj.,冷静的,,,gre核心词data.xlsx,1
collective,GRE,GRE核心词,GRE核心词,,adj.,集体的,,,gre核心词data.xlsx,1
collectivism,GRE,GRE核心词,GRE核心词,,n.,集体主义,,,gre核心词data.xlsx,1
collegiality,GRE,GRE核心词,GRE核心词,,n.,共同掌权,,,gre核心词data.xlsx,1
colloquial,GRE,GRE核心词,GRE核心词,,adj.,"口头的, 非正式的",,,gre核心词data.xlsx,1
collude,GRE,GRE核心词,GRE核心词,,v.,同谋,,,gre核心词data.xlsx,1
color,GRE,GRE核心词,GRE核心词,,v.,"扭曲, 影响",,,gre核心词data.xlsx,1
comb,GRE,GRE核心词,GRE核心词,,v.,"仔细检查, 仔细搜寻",,,gre核心词data.xlsx,1
comity,GRE,GRE核心词,GRE核心词,,n.,"友好, 和谐",,,gre核心词data.xlsx,1
commence,GRE,GRE核心词,GRE核心词,,v.,开始,,,gre核心词data.xlsx,1
commend,GRE,GRE核心词,GRE核心词,,v.,赞美,,,gre核心词data.xlsx,1
commensurable,GRE,GRE核心词,GRE核心词,,adj.,可用共同标准测量的,,,gre核心词data.xlsx,1
commensurate,GRE,GRE核心词,GRE核心词,,adj.,"相等的, 相似的",,,gre核心词data.xlsx,1
commiserate,GRE,GRE核心词,GRE核心词,,v.,"哀悼, 同情",,,gre核心词data.xlsx,1
commonplace,GRE,GRE核心词,GRE核心词,,n.,"平庸, 普通",,,gre核心词data.xlsx,1
compartmentalize,GRE,GRE核心词,GRE核心词,,v.,"分门别类, 划分",,,gre核心词data.xlsx,1
compassionate,GRE,GRE核心词,GRE核心词,,adj.,同情的,,,gre核心词data.xlsx,1
compelling,GRE,GRE核心词,GRE核心词,,adj.,有趣的,,,gre核心词data.xlsx,1
compensate,GRE,GRE核心词,GRE核心词,,v.,弥补,,,gre核心词data.xlsx,1
compile,GRE,GRE核心词,GRE核心词,,v.,编辑,,,gre核心词data.xlsx,1
complacent,GRE,GRE核心词,GRE核心词,,adj.,"自我感觉良好的, 自满的",,,gre核心词data.xlsx,1
complaint,GRE,GRE核心词,GRE核心词,,n.,抱怨,,,gre核心词data.xlsx,1
compliant,GRE,GRE核心词,GRE核心词,,adj.,"顺从的, 迎合的",,,gre核心词data.xlsx,1
complimentary,GRE,GRE核心词,GRE核心词,,adj.,赞美的,,,gre核心词data.xlsx,1
composed,GRE,GRE核心词,GRE核心词,,adj.,冷静的,,,gre核心词data.xlsx,1
compound,GRE,GRE核心词,GRE核心词,,v.,"混合, 合成",,,gre核心词data.xlsx,1
comprehensive,GRE,GRE核心词,GRE核心词,,adj.,全面的,,,gre核心词data.xlsx,1
comprise,GRE,GRE核心词,GRE核心词,,v.,构成,,,gre核心词data.xlsx,1
compromise,GRE,GRE核心词,GRE核心词,,v.,"妥协, 让步",,,gre核心词data.xlsx,1
compulsory,GRE,GRE核心词,GRE核心词,,adj.,强制的,,,gre核心词data.xlsx,1
compunction,GRE,GRE核心词,GRE核心词,,n.,"后悔感, 犯罪感",,,gre核心词data.xlsx,1
conceal,GRE,GRE核心词,GRE核心词,,v.,隐藏,,,gre核心词data.xlsx,1
concede,GRE,GRE核心词,GRE核心词,,v.,承认,,,gre核心词data.xlsx,1
conceive,GRE,GRE核心词,GRE核心词,,v.,"构想, 创造",,,gre核心词data.xlsx,1
conciliatory,GRE,GRE核心词,GRE核心词,,adj.,"安抚的, 调和的",,,gre核心词data.xlsx,1
concise,GRE,GRE核心词,GRE核心词,,adj.,简洁的,,,gre核心词data.xlsx,1
conclusive,GRE,GRE核心词,GRE核心词,,adj.,"终结的, 最终的",,,gre核心词data.xlsx,1
concoct,GRE,GRE核心词,GRE核心词,,v.,"编造, 捏造",,,gre核心词data.xlsx,1
concomitant,GRE,GRE核心词,GRE核心词,,adj.,"相伴随的, 与...同时发生的",,,gre核心词data.xlsx,1
concord,GRE,GRE核心词,GRE核心词,,n.,意见一致,,,gre核心词data.xlsx,1
concrete,GRE,GRE核心词,GRE核心词,,adj.,真实的,,,gre核心词data.xlsx,1
concur,GRE,GRE核心词,GRE核心词,,v.,同意,,,gre核心词data.xlsx,1
condemn,GRE,GRE核心词,GRE核心词,,v.,谴责,,,gre核心词data.xlsx,1
condescend,GRE,GRE核心词,GRE核心词,,v.,带着优越感态度对待人,,,gre核心词data.xlsx,1
condone,GRE,GRE核心词,GRE核心词,,v.,"原谅, 认可",,,gre核心词data.xlsx,1
conducive,GRE,GRE核心词,GRE核心词,,adj.,"有益的, 有帮助的",,,gre核心词data.xlsx,1
confer,GRE,GRE核心词,GRE核心词,,v.,"授予, 给予",,,gre核心词data.xlsx,1
confess,GRE,GRE核心词,GRE核心词,,v.,"坦白, 承认",,,gre核心词data.xlsx,1
confide,GRE,GRE核心词,GRE核心词,,v.,吐露,,,gre核心词data.xlsx,1
confine,GRE,GRE核心词,GRE核心词,,v.,限制,,,gre核心词data.xlsx,1
confiscate,GRE,GRE核心词,GRE核心词,,v.,没收,,,gre核心词data.xlsx,1
conflate,GRE,GRE核心词,GRE核心词,,v.,合并,,,gre核心词data.xlsx,1
conform,GRE,GRE核心词,GRE核心词,,v.,"符合, 遵守",,,gre核心词data.xlsx,1
confound,GRE,GRE核心词,GRE核心词,,v.,使困惑,,,gre核心词data.xlsx,1
confront,GRE,GRE核心词,GRE核心词,,v.,反抗,,,gre核心词data.xlsx,1
congenial,GRE,GRE核心词,GRE核心词,,adj.,友善的,,,gre核心词data.xlsx,1
congruent,GRE,GRE核心词,GRE核心词,,adj.,相一致的,,,gre核心词data.xlsx,1
congruous,GRE,GRE核心词,GRE核心词,,adj.,"一致的, 适合的",,,gre核心词data.xlsx,1
conjecture,GRE,GRE核心词,GRE核心词,,v.,猜测,,,gre核心词data.xlsx,1
conjure,GRE,GRE核心词,GRE核心词,,v.,想象出,,,gre核心词data.xlsx,1
connoisseur,GRE,GRE核心词,GRE核心词,,n.,"鉴赏家, 内行",,,gre核心词data.xlsx,1
conscientious,GRE,GRE核心词,GRE核心词,,adj.,本着良心的,,,gre核心词data.xlsx,1
consensus,GRE,GRE核心词,GRE核心词,,n.,意见一致,,,gre核心词data.xlsx,1
consequential,GRE,GRE核心词,GRE核心词,,adj.,重要的,,,gre核心词data.xlsx,1
conservation,GRE,GRE核心词,GRE核心词,,n.,保护,,,gre核心词data.xlsx,1
consign,GRE,GRE核心词,GRE核心词,,v.,"委托, 转交",,,gre核心词data.xlsx,1
consilience,GRE,GRE核心词,GRE核心词,,n.,"一致, 符合",,,gre核心词data.xlsx,1
consolidate,GRE,GRE核心词,GRE核心词,,v.,巩固,,,gre核心词data.xlsx,1
consort,GRE,GRE核心词,GRE核心词,,v.,陪伴,,,gre核心词data.xlsx,1
conspicuous,GRE,GRE核心词,GRE核心词,,adj.,"显眼的, 明显的",,,gre核心词data.xlsx,1
conspire,GRE,GRE核心词,GRE核心词,,v.,"共谋, 协力",,,gre核心词data.xlsx,1
constrict,GRE,GRE核心词,GRE核心词,,v.,限制,,,gre核心词data.xlsx,1
construe,GRE,GRE核心词,GRE核心词,,v.,理解,,,gre核心词data.xlsx,1
consummate,GRE,GRE核心词,GRE核心词,,adj.,"完满的, 圆满的",,,gre核心词data.xlsx,1
contagious,GRE,GRE核心词,GRE核心词,,adj.,"传染的,有感染力的",,,gre核心词data.xlsx,1
contain,GRE,GRE核心词,GRE核心词,,v.,限制,,,gre核心词data.xlsx,1
contemplate,GRE,GRE核心词,GRE核心词,,v.,深入思考,,,gre核心词data.xlsx,1
contemporary,GRE,GRE核心词,GRE核心词,,adj.,"当代的, 现代的",,,gre核心词data.xlsx,1
contemptuous,GRE,GRE核心词,GRE核心词,,adj.,鄙视的,,,gre核心词data.xlsx,1
content,GRE,GRE核心词,GRE核心词,,adj.,满足的,,,gre核心词data.xlsx,1
contentious,GRE,GRE核心词,GRE核心词,,adj.,引起争议的,,,gre核心词data.xlsx,1
contest,GRE,GRE核心词,GRE核心词,,v.,"质疑, 否认",,,gre核心词data.xlsx,1
contiguous,GRE,GRE核心词,GRE核心词,,adj.,临近的,,,gre核心词data.xlsx,1
contingency,GRE,GRE核心词,GRE核心词,,n.,可能事件,,,gre核心词data.xlsx,1
contingent,GRE,GRE核心词,GRE核心词,,adj.,依情况而定的,,,gre核心词data.xlsx,1
contour,GRE,GRE核心词,GRE核心词,,n.,轮廓,,,gre核心词data.xlsx,1
contract,GRE,GRE核心词,GRE核心词,,v.,招致,,,gre核心词data.xlsx,1
contradictory,GRE,GRE核心词,GRE核心词,,adj.,对立的,,,gre核心词data.xlsx,1
contravene,GRE,GRE核心词,GRE核心词,,v.,违反,,,gre核心词data.xlsx,1
contrite,GRE,GRE核心词,GRE核心词,,adj.,后悔的,,,gre核心词data.xlsx,1
contrive,GRE,GRE核心词,GRE核心词,,v.,设计,,,gre核心词data.xlsx,1
controversial,GRE,GRE核心词,GRE核心词,,adj.,有争议的,,,gre核心词data.xlsx,1
controvert,GRE,GRE核心词,GRE核心词,,v.,"争论, 辩论",,,gre核心词data.xlsx,1
